,Winner,Dog,Dog_Record,Winner_Odds,Fav_Record,percent,percent2,Fav_Games,Dog_Games,Fav_Odds,Fav,Sex,Winx
6409,Kacper Zuk,Kacper Zuk,38%,2.4,80%,0.8,0.375,10,8,1.53,Henri Laaksonen,Mens,Dog
6410,Mikhail Kukushkin,Mikhail Kukushkin,17%,2.22,58%,0.5833333333333334,0.16666666666666666,12,6,1.61,Jiri Lehecka,Mens,Dog
6411,Yoshihito Nishioka,Dominic Stricker,56%,1.43,70%,0.7,0.5555555555555556,10,9,1.43,Yoshihito Nishioka,Mens,Fav
6412,Roman Safiullin,Luca Van Assche,50%,1.33,60%,0.6,0.5,10,6,1.33,Roman Safiullin,Mens,Fav
6413,Ulises Blanch,Alexander Cozbinov,40%,1.4,29%,0.2857142857142857,0.4,7,5,1.4,Ulises Blanch,Mens,Fav
6414,Sebastian Fanselow,Sebastian Fanselow,83%,2.44,40%,0.4,0.8333333333333334,10,6,1.5,Zachary Svajda,Mens,Dog
6415,Roberto Quiroz,Peter Polansky,20%,1.83,40%,0.4,0.2,10,5,1.83,Roberto Quiroz,Mens,Fav
6416,Rafael Nadal,Rafael Nadal,86%,2.58,81%,0.8148148148148148,0.8571428571428571,27,7,1.53,Daniil Medvedev,Mens,Dog
6417,Michail Pervolarakis,Michail Pervolarakis,20%,2.79,60%,0.6,0.2,10,5,1.39,Tung Lin Wu,Mens,Dog
6418,Alexis Galarneau,Go Soeda,60%,1.62,40%,0.4,0.6,10,5,1.62,Alexis Galarneau,Mens,Fav
6419,Rinky Hijikata,Govind Nanda,40%,1.43,60%,0.6,0.4,10,5,1.43,Rinky Hijikata,Mens,Fav
6420,Gregoire Barrere,Dennis Novak,100%,1.85,40%,0.4,1.0,10,8,1.85,Gregoire Barrere,Mens,Fav
6421,Vasek Pospisil,Hiroki Moriya,0%,1.21,60%,0.6,0.0,10,8,1.21,Vasek Pospisil,Mens,Fav
6422,Dominic Stricker,Jurij Rodionov,56%,1.68,58%,0.5833333333333334,0.5555555555555556,12,9,1.68,Dominic Stricker,Mens,Fav
6423,Yoshihito Nishioka,Yoshihito Nishioka,42%,3.24,82%,0.8181818181818182,0.4166666666666667,11,12,1.32,Jenson Brooksby,Mens,Dog
6424,Ashleigh Barty,Danielle Collins,73%,1.21,100%,1.0,0.7272727272727273,12,11,1.21,Ashleigh Barty,Womens,Fav
6425,Rafael Nadal,Matteo Berrettini,50%,1.41,90%,0.9,0.5,10,12,1.41,Rafael Nadal,Mens,Fav
6426,Daniil Medvedev,Stefanos Tsitsipas,67%,1.35,81%,0.8076923076923077,0.6666666666666666,26,18,1.35,Daniil Medvedev,Mens,Fav
6427,Yoshihito Nishioka,Emilio Gomez,67%,1.42,60%,0.6,0.6666666666666666,10,6,1.42,Yoshihito Nishioka,Mens,Fav
6428,Jurij Rodionov,Mikael Torpegaard,43%,1.69,50%,0.5,0.42857142857142855,10,7,1.69,Jurij Rodionov,Mens,Fav
6429,Jenson Brooksby,Ernesto Escobedo,40%,1.3,80%,0.8,0.4,10,5,1.3,Jenson Brooksby,Mens,Fav
6430,Dominic Stricker,Dominic Stricker,50%,2.25,60%,0.6,0.5,10,6,1.6,Jack Sock,Mens,Dog
6431,Vasek Pospisil,Tim Van Rijthoven,44%,1.73,64%,0.6363636363636364,0.4444444444444444,11,9,1.73,Vasek Pospisil,Mens,Fav
6432,Hiroki Moriya,Hiroki Moriya,62%,2.97,50%,0.5,0.625,10,8,1.36,Alexandre Muller,Mens,Dog
6433,Gregoire Barrere,Andrey Kuznetsov,67%,1.71,30%,0.3,0.6666666666666666,10,6,1.71,Gregoire Barrere,Mens,Fav
6434,Dennis Novak,Dennis Novak,88%,2.01,40%,0.4,0.875,10,8,1.75,Joao Sousa,Mens,Dog
6435,Vasek Pospisil,Lukas Lacko,50%,1.36,45%,0.45454545454545453,0.5,11,6,1.36,Vasek Pospisil,Mens,Fav
6436,Hiroki Moriya,Hiroki Moriya,67%,2.85,55%,0.5454545454545454,0.6666666666666666,11,6,1.39,Ruben Bemelmans,Mens,Dog
6437,Tim Van Rijthoven,Tim Van Rijthoven,50%,1.88,40%,0.4,0.5,10,8,1.85,Kacper Zuk,Mens,Dog
6438,Andrey Kuznetsov,Damir Dzumhur,67%,1.84,40%,0.4,0.6666666666666666,10,6,1.84,Andrey Kuznetsov,Mens,Fav
6439,Ernesto Escobedo,Ulises Blanch,40%,1.27,55%,0.5454545454545454,0.4,11,5,1.27,Ernesto Escobedo,Mens,Fav
6440,Mikael Torpegaard,Mikael Torpegaard,14%,3.42,40%,0.4,0.14285714285714285,10,7,1.29,Bjorn Fratangelo,Mens,Dog
6441,Ashleigh Barty,Madison Keys,70%,1.21,100%,1.0,0.7,11,10,1.21,Ashleigh Barty,Womens,Fav
6442,Danielle Collins,Danielle Collins,73%,2.31,60%,0.6,0.7272727272727273,15,11,1.63,Iga Swiatek,Womens,Dog
6443,Jenson Brooksby,Denis Istomin,20%,1.1,82%,0.8181818181818182,0.2,11,5,1.1,Jenson Brooksby,Mens,Fav
6444,Tim Van Rijthoven,Antoine Hoang,20%,1.57,50%,0.5,0.2,10,5,1.57,Tim Van Rijthoven,Mens,Fav
6445,Andrey Kuznetsov,Luca Van Assche,60%,1.55,60%,0.6,0.6,10,5,1.55,Andrey Kuznetsov,Mens,Fav
6446,Damir Dzumhur,Damir Dzumhur,17%,2.79,90%,0.9,0.16666666666666666,10,6,1.4,Henri Laaksonen,Mens,Dog
6447,Dennis Novak,Evan Furness,40%,1.63,70%,0.7,0.4,10,5,1.63,Dennis Novak,Mens,Fav
6448,Gregoire Barrere,Gregoire Barrere,17%,2.59,90%,0.9,0.16666666666666666,10,6,1.46,Lucas Pouille,Mens,Dog
6449,Joao Sousa,Constant Lestienne,29%,1.85,67%,0.6666666666666666,0.2857142857142857,12,7,1.85,Joao Sousa,Mens,Fav
6450,Denis Istomin,Denis Istomin,20%,2.27,73%,0.7272727272727273,0.2,11,5,1.59,Sebastian Fanselow,Mens,Dog
6451,Danielle Collins,Alize Cornet,36%,1.37,75%,0.75,0.35714285714285715,16,14,1.37,Danielle Collins,Womens,Fav
6452,Emilio Gomez,Nicola Kuhn,40%,1.62,60%,0.6,0.4,10,5,1.62,Emilio Gomez,Mens,Fav
6453,Jack Sock,Go Soeda,29%,1.19,60%,0.6,0.2857142857142857,10,7,1.19,Jack Sock,Mens,Fav
6454,Yoshihito Nishioka,Yoshihito Nishioka,60%,2.06,40%,0.4,0.6,10,5,1.72,J J Wolf,Mens,Dog
6455,Daniil Medvedev,Felix Auger Aliassime,61%,1.12,81%,0.8148148148148148,0.6111111111111112,27,18,1.12,Daniil Medvedev,Mens,Fav
6456,Iga Swiatek,Kaia Kanepi,60%,1.24,85%,0.8461538461538461,0.6,13,5,1.24,Iga Swiatek,Womens,Fav
6457,Stefanos Tsitsipas,Stefanos Tsitsipas,68%,2.23,67%,0.6666666666666666,0.6842105263157895,15,19,1.68,Jannik Sinner,Mens,Dog
6458,Dominic Stricker,Dominic Stricker,50%,2.48,75%,0.75,0.5,12,6,1.5,Stefan Kozlov,Mens,Dog
6459,Lukas Lacko,Lukas Lacko,33%,2.24,70%,0.7,0.3333333333333333,10,6,1.6,Mats Moraing,Mens,Dog
6460,Ernesto Escobedo,Jason Jung,40%,1.36,67%,0.6666666666666666,0.4,15,5,1.36,Ernesto Escobedo,Mens,Fav
6461,Emilio Gomez,Geoffrey Blancaneaux,0%,1.5,60%,0.6,0.0,10,6,1.5,Emilio Gomez,Mens,Fav
6462,Vasek Pospisil,Mathias Bourgue,33%,1.38,40%,0.4,0.3333333333333333,10,9,1.38,Vasek Pospisil,Mens,Fav
6463,Ruben Bemelmans,Ruben Bemelmans,43%,3.04,55%,0.5454545454545454,0.42857142857142855,11,7,1.35,Roman Safiullin,Mens,Dog
6464,Kacper Zuk,Gilles Simon,20%,1.66,27%,0.2727272727272727,0.2,11,5,1.66,Kacper Zuk,Mens,Fav
6465,Alexandre Muller,Alexandre Muller,33%,2.41,50%,0.5,0.3333333333333333,10,6,1.52,Pierre Hugues Herbert,Mens,Dog
6466,Hiroki Moriya,Shintaro Mochizuki,60%,1.71,70%,0.7,0.6,10,5,1.71,Hiroki Moriya,Mens,Fav
6467,Gregoire Barrere,Gregoire Barrere,0%,2.87,64%,0.6363636363636364,0.0,11,5,1.39,Jiri Lehecka,Mens,Dog
6468,Evan Furness,Filip Horansky,40%,1.61,60%,0.6,0.4,10,5,1.61,Evan Furness,Mens,Fav
6469,Constant Lestienne,Andrea Arnaboldi,14%,1.54,73%,0.7272727272727273,0.14285714285714285,11,7,1.54,Constant Lestienne,Mens,Fav
6470,Ernesto Escobedo,Jason Jung,50%,1.36,71%,0.7142857142857143,0.5,14,6,1.36,Ernesto Escobedo,Mens,Fav
6471,Joao Sousa,Franco Agamenone,60%,1.57,70%,0.7,0.6,10,5,1.57,Joao Sousa,Mens,Fav
6472,Go Soeda,Go Soeda,57%,2.56,38%,0.38461538461538464,0.5714285714285714,13,7,1.57,Tung Lin Wu,Mens,Dog
6473,Bjorn Fratangelo,Nicolas Mejia,17%,1.25,60%,0.6,0.16666666666666666,10,6,1.25,Bjorn Fratangelo,Mens,Fav
6474,Jack Sock,Jack Sock,60%,2.1,90%,0.9,0.6,10,5,1.68,Christopher Eubanks,Mens,Dog
6475,Rafael Nadal,Denis Shapovalov,56%,1.34,90%,0.9,0.5625,10,16,1.34,Rafael Nadal,Mens,Fav
6476,Matteo Berrettini,Gael Monfils,59%,1.56,50%,0.5,0.5882352941176471,12,17,1.56,Matteo Berrettini,Mens,Fav
6477,Madison Keys,Madison Keys,60%,2.05,67%,0.6666666666666666,0.6,15,10,1.81,Barbora Krejcikova,Womens,Dog
6478,Yoshihito Nishioka,Yosuke Watanuki,50%,1.74,55%,0.5454545454545454,0.5,11,6,1.74,Yoshihito Nishioka,Mens,Fav
6479,Ulises Blanch,Ulises Blanch,20%,2.29,40%,0.4,0.2,10,5,1.57,Roberto Quiroz,Mens,Dog
6480,Ashleigh Barty,Jessica Pegula,75%,1.13,100%,1.0,0.75,10,12,1.13,Ashleigh Barty,Womens,Fav
6481,Nicola Kuhn,Yasutaka Uchiyama,20%,1.62,29%,0.2857142857142857,0.2,7,5,1.62,Nicola Kuhn,Mens,Fav
6482,Mikael Torpegaard,Mikael Torpegaard,0%,2.78,50%,0.5,0.0,10,7,1.4,Michael Mmoh,Mens,Dog
6483,Jurij Rodionov,Brayden Schnur,33%,1.57,50%,0.5,0.3333333333333333,10,6,1.57,Jurij Rodionov,Mens,Fav
6484,Jenson Brooksby,Mitchell Krueger,20%,1.25,73%,0.7272727272727273,0.2,11,5,1.25,Jenson Brooksby,Mens,Fav
6485,Alexis Galarneau,Alexis Galarneau,20%,2.32,40%,0.4,0.2,10,5,1.54,Aleksandar Kovacevic,Mens,Dog
6486,Lucas Pouille,Maxime Janvier,22%,1.4,82%,0.8181818181818182,0.2222222222222222,11,9,1.4,Lucas Pouille,Mens,Fav
6487,Dennis Novak,Dennis Novak,83%,1.97,20%,0.2,0.8333333333333334,10,6,1.78,Zizou Bergs,Mens,Dog
6488,Hiroki Moriya,Hiroki Moriya,60%,1.91,36%,0.36363636363636365,0.6,11,5,1.8,Andrea Arnaboldi,Mens,Dog
6489,Alexandre Muller,Michael Vrbensky,60%,1.29,50%,0.5,0.6,10,5,1.29,Alexandre Muller,Mens,Fav
6490,Andrey Kuznetsov,Jonas Forejtek,60%,1.67,40%,0.4,0.6,10,5,1.67,Andrey Kuznetsov,Mens,Fav
6491,Tim Van Rijthoven,Filip Cristian Jianu,20%,1.23,54%,0.5384615384615384,0.2,13,5,1.23,Tim Van Rijthoven,Mens,Fav
6492,Nicolas Mejia,Nicolas Mejia,50%,2.06,30%,0.3,0.5,10,6,1.68,Alexis Galarneau,Mens,Dog
6493,Evan Furness,Matteo Martineau,40%,1.55,50%,0.5,0.4,10,5,1.55,Evan Furness,Mens,Fav
6494,Roberto Quiroz,Roberto Quiroz,50%,2.68,50%,0.5,0.5,10,6,1.42,Tobias Kamke,Mens,Dog
6495,Stefanos Tsitsipas,Taylor Fritz,65%,1.56,63%,0.631578947368421,0.6470588235294118,19,17,1.56,Stefanos Tsitsipas,Mens,Fav
6496,Kaia Kanepi,Kaia Kanepi,40%,3.15,60%,0.6,0.4,10,5,1.37,Aryna Sabalenka,Womens,Dog
6497,Iga Swiatek,Sorana Cirstea,43%,1.15,60%,0.6,0.42857142857142855,15,7,1.15,Iga Swiatek,Womens,Fav
6498,Felix Auger Aliassime,Marin Cilic,64%,1.65,60%,0.6,0.6428571428571429,20,14,1.65,Felix Auger Aliassime,Mens,Fav
6499,Jannik Sinner,Alex De Minaur,44%,1.39,71%,0.7142857142857143,0.4444444444444444,21,9,1.39,Jannik Sinner,Mens,Fav
6500,Danielle Collins,Elise Mertens,50%,1.68,71%,0.7142857142857143,0.5,14,14,1.68,Danielle Collins,Womens,Fav
6501,Alize Cornet,Alize Cornet,30%,6.45,80%,0.8,0.3,20,10,1.13,Simona Halep,Womens,Dog
6502,Dominic Stricker,Tennys Sandgren,20%,1.83,40%,0.4,0.2,10,5,1.83,Dominic Stricker,Mens,Fav
6503,Sebastian Fanselow,Sebastian Fanselow,80%,1.87,30%,0.3,0.8,10,5,1.81,Peter Polansky,Mens,Dog
6504,Daniil Medvedev,Maxime Cressy,62%,1.03,89%,0.8888888888888888,0.625,18,8,1.03,Daniil Medvedev,Mens,Fav
6505,Donald Young,Donald Young,33%,2.45,70%,0.7,0.3333333333333333,10,6,1.49,Kaichi Uchida,Mens,Dog
6506,Pavel Kotov,Quentin Halys,64%,1.7,60%,0.6,0.6428571428571429,10,14,1.7,Pavel Kotov,Mens,Fav
6507,Shintaro Mochizuki,Shintaro Mochizuki,40%,2.45,40%,0.4,0.4,5,5,1.5,Tristan Lamasine,Mens,Dog
6508,Jonas Forejtek,Jurgen Briand,40%,1.32,55%,0.5454545454545454,0.4,11,5,1.32,Jonas Forejtek,Mens,Fav
6509,Andrea Arnaboldi,Andrea Arnaboldi,60%,1.86,60%,0.6,0.6,10,5,1.85,Georgii Kravchenko,Mens,Dog
6510,Matteo Martineau,Matteo Martineau,20%,1.91,50%,0.5,0.2,10,5,1.8,Alexey Vatutin,Mens,Dog
6511,Nicolas Mejia,Nick Chappell,17%,1.42,25%,0.25,0.16666666666666666,8,6,1.42,Nicolas Mejia,Mens,Fav
6512,Emilio Nava,Alexander Cozbinov,40%,1.25,44%,0.4444444444444444,0.4,9,5,1.25,Emilio Nava,Mens,Fav
6513,Roberto Quiroz,Roberto Quiroz,40%,3.13,62%,0.6153846153846154,0.4,13,5,1.32,Christian Harrison,Mens,Dog
6514,Peter Polansky,Jc Aragone,20%,1.35,22%,0.2222222222222222,0.2,9,5,1.35,Peter Polansky,Mens,Fav
6515,Matteo Berrettini,Pablo Carreno Busta,58%,1.45,50%,0.5,0.5833333333333334,12,12,1.45,Matteo Berrettini,Mens,Fav
6516,Madison Keys,Madison Keys,56%,2.59,81%,0.8076923076923077,0.5555555555555556,26,9,1.52,Paula Badosa,Womens,Dog
6517,Jessica Pegula,Jessica Pegula,73%,2.9,56%,0.5555555555555556,0.7272727272727273,18,11,1.43,Maria Sakkari,Womens,Dog
6518,Gael Monfils,Miomir Kecmanovic,25%,1.26,90%,0.9,0.25,20,8,1.26,Gael Monfils,Mens,Fav
6519,Denis Shapovalov,Denis Shapovalov,54%,4.29,78%,0.7777777777777778,0.5384615384615384,27,13,1.23,Alexander Zverev,Mens,Dog
6520,Rafael Nadal,Adrian Mannarino,62%,1.04,89%,0.8888888888888888,0.625,9,8,1.04,Rafael Nadal,Mens,Fav
6521,Ashleigh Barty,Amanda Anisimova,55%,1.21,100%,1.0,0.5454545454545454,11,11,1.21,Ashleigh Barty,Womens,Fav
6522,Tobias Kamke,Keegan Smith,60%,1.52,30%,0.3,0.6,10,5,1.52,Tobias Kamke,Mens,Fav
6523,Sebastian Fanselow,Sebastian Fanselow,60%,3.02,56%,0.5555555555555556,0.6,9,5,1.34,Zachary Svajda,Mens,Dog
6524,Barbora Krejcikova,Barbora Krejcikova,54%,2.78,62%,0.625,0.5384615384615384,16,13,1.45,Victoria Azarenka,Womens,Dog
6525,Pavel Kotov,Frederico Ferreira Silva,60%,1.47,80%,0.8,0.6,10,5,1.47,Pavel Kotov,Mens,Fav
6526,Quentin Halys,Cedrik Marcel Stebe,40%,1.71,67%,0.6666666666666666,0.4,12,5,1.71,Quentin Halys,Mens,Fav
6527,Alex De Minaur,Pablo Andujar,60%,1.05,36%,0.36363636363636365,0.6,11,5,1.05,Alex De Minaur,Mens,Fav
6528,Alize Cornet,Tamara Zidansek,57%,1.64,25%,0.25,0.5714285714285714,12,14,1.64,Alize Cornet,Womens,Fav
6529,Aryna Sabalenka,Aryna Sabalenka,44%,2.2,64%,0.6363636363636364,0.4444444444444444,11,9,1.69,Marketa Vondrousova,Womens,Dog
6530,Danielle Collins,Danielle Collins,69%,1.99,91%,0.9090909090909091,0.6923076923076923,11,13,1.83,Clara Tauson,Womens,Dog
6531,Elise Mertens,Shuai Zhang,30%,1.29,60%,0.6,0.3,15,10,1.29,Elise Mertens,Womens,Fav
6532,Felix Auger Aliassime,Daniel Evans,47%,1.82,58%,0.5789473684210527,0.4666666666666667,19,15,1.82,Felix Auger Aliassime,Mens,Fav
6533,Daniil Medvedev,Botic Van De Zandschulp,43%,1.03,91%,0.9130434782608695,0.42857142857142855,23,7,1.03,Daniil Medvedev,Mens,Fav
6534,Jannik Sinner,Taro Daniel,50%,1.09,82%,0.8181818181818182,0.5,11,6,1.09,Jannik Sinner,Mens,Fav
6535,Kaia Kanepi,Maddison Inglis,67%,1.29,57%,0.5714285714285714,0.6666666666666666,7,6,1.29,Kaia Kanepi,Womens,Fav
6536,Marin Cilic,Marin Cilic,62%,3.66,53%,0.5294117647058824,0.6153846153846154,17,13,1.29,Andrey Rublev,Mens,Dog
6537,Maxime Cressy,Christopher Oconnell,50%,1.56,73%,0.7272727272727273,0.5,11,6,1.56,Maxime Cressy,Mens,Fav
6538,Simona Halep,Danka Kovinic,33%,1.05,92%,0.9166666666666666,0.3333333333333333,12,6,1.05,Simona Halep,Womens,Fav
6539,Sorana Cirstea,Sorana Cirstea,38%,2.55,50%,0.5,0.375,10,8,1.52,Anastasia Pavlyuchenkova,Womens,Dog
6540,Stefanos Tsitsipas,Benoit Paire,44%,1.1,74%,0.7368421052631579,0.4444444444444444,19,9,1.1,Stefanos Tsitsipas,Mens,Fav
6541,Taylor Fritz,Taylor Fritz,67%,2.15,50%,0.5,0.6666666666666666,14,18,1.72,Roberto Bautista Agut,Mens,Dog
6542,Iga Swiatek,Daria Kasatkina,53%,1.33,54%,0.5384615384615384,0.5333333333333333,13,15,1.33,Iga Swiatek,Womens,Fav
6543,Ashleigh Barty,Camila Giorgi,78%,1.07,100%,1.0,0.7777777777777778,10,9,1.07,Ashleigh Barty,Womens,Fav
6544,Amanda Anisimova,Amanda Anisimova,62%,3.15,88%,0.875,0.6153846153846154,8,13,1.37,Naomi Osaka,Womens,Dog
6545,Alexander Zverev,Radu Albot,40%,1.01,92%,0.9166666666666666,0.4,12,5,1.01,Alexander Zverev,Mens,Fav
6546,Adrian Mannarino,Adrian Mannarino,50%,4.1,69%,0.6875,0.5,16,8,1.24,Aslan Karatsev,Mens,Dog
6547,Cedrik Marcel Stebe,Franco Agamenone,80%,1.65,50%,0.5,0.8,10,5,1.65,Cedrik Marcel Stebe,Mens,Fav
6548,Pavel Kotov,Lukas Rosol,60%,1.45,80%,0.8,0.6,10,5,1.45,Pavel Kotov,Mens,Fav
6549,Frederico Ferreira Silva,Frederico Ferreira Silva,43%,3.53,50%,0.5,0.42857142857142855,10,7,1.27,Vasek Pospisil,Mens,Dog
6550,Barbora Krejcikova,Jelena Ostapenko,64%,1.23,54%,0.5384615384615384,0.6363636363636364,13,11,1.23,Barbora Krejcikova,Womens,Fav
6551,Quentin Halys,Gian Marco Moroni,29%,1.4,57%,0.5714285714285714,0.2857142857142857,14,7,1.4,Quentin Halys,Mens,Fav
6552,Denis Shapovalov,Reilly Opelka,46%,1.8,53%,0.5333333333333333,0.46153846153846156,15,13,1.8,Denis Shapovalov,Mens,Fav
6553,Miomir Kecmanovic,Miomir Kecmanovic,14%,2.55,90%,0.9,0.14285714285714285,10,7,1.52,Lorenzo Sonego,Mens,Dog
6554,Jessica Pegula,Nuria Parrizas Diaz,29%,1.21,72%,0.7222222222222222,0.2857142857142857,18,7,1.21,Jessica Pegula,Womens,Fav
6555,Gael Monfils,Cristian Garin,25%,1.07,67%,0.6666666666666666,0.25,21,8,1.07,Gael Monfils,Mens,Fav
6556,Rafael Nadal,Karen Khachanov,43%,1.18,88%,0.875,0.42857142857142855,8,14,1.18,Rafael Nadal,Mens,Fav
6557,Paula Badosa,Marta Kostyuk,40%,1.23,88%,0.875,0.4,16,10,1.23,Paula Badosa,Womens,Fav
6558,Pablo Carreno Busta,Sebastian Korda,50%,1.68,65%,0.6470588235294118,0.5,17,12,1.68,Pablo Carreno Busta,Mens,Fav
6559,Victoria Azarenka,Elina Svitolina,60%,1.31,65%,0.6470588235294118,0.6,17,10,1.31,Victoria Azarenka,Womens,Fav
6560,Matteo Berrettini,Matteo Berrettini,50%,2.23,82%,0.8181818181818182,0.5,11,12,1.67,Carlos Alcaraz,Mens,Dog
6561,Maria Sakkari,Veronika Kudermetova,31%,1.43,56%,0.5555555555555556,0.3076923076923077,18,13,1.43,Maria Sakkari,Womens,Fav
6562,Daniil Medvedev,Nick Kyrgios,20%,1.15,87%,0.8666666666666667,0.2,15,5,1.15,Daniil Medvedev,Mens,Fav
6563,Danielle Collins,Ana Konjuh,54%,1.45,69%,0.6923076923076923,0.5384615384615384,13,13,1.45,Danielle Collins,Womens,Fav
6564,Daniel Evans,Arthur Rinderknech,69%,1.34,50%,0.5,0.6923076923076923,20,13,1.34,Daniel Evans,Mens,Fav
6565,Cedrik Marcel Stebe,Jay Clarke,20%,1.73,50%,0.5,0.2,10,5,1.73,Cedrik Marcel Stebe,Mens,Fav
6566,Christopher Oconnell,Christopher Oconnell,50%,5.13,82%,0.8181818181818182,0.5,11,6,1.17,Diego Schwartzman,Mens,Dog
6567,Botic Van De Zandschulp,Richard Gasquet,50%,1.24,67%,0.6666666666666666,0.5,12,8,1.24,Botic Van De Zandschulp,Mens,Fav
6568,Benoit Paire,Benoit Paire,42%,5.91,75%,0.75,0.4166666666666667,12,12,1.14,Grigor Dimitrov,Mens,Dog
6569,Alex De Minaur,Kamil Majchrzak,60%,1.24,36%,0.36363636363636365,0.6,11,5,1.24,Alex De Minaur,Mens,Fav
6570,Andrey Rublev,Ricardas Berankis,17%,1.06,70%,0.7,0.16666666666666666,10,6,1.06,Andrey Rublev,Mens,Fav
6571,Alize Cornet,Alize Cornet,17%,5.31,67%,0.6666666666666666,0.16666666666666666,12,6,1.16,Garbine Muguruza,Womens,Dog
6572,Quentin Halys,Manuel Guinard,20%,1.42,60%,0.6,0.2,10,5,1.42,Quentin Halys,Mens,Fav
6573,Lukas Rosol,Lukas Rosol,50%,3.15,55%,0.5454545454545454,0.5,11,6,1.33,Borna Gojo,Mens,Dog
6574,Franco Agamenone,Kaichi Uchida,60%,1.54,67%,0.6666666666666666,0.6,6,5,1.54,Franco Agamenone,Mens,Fav
6575,Danka Kovinic,Danka Kovinic,20%,5.37,64%,0.6428571428571429,0.2,14,5,1.15,Emma Raducanu,Womens,Dog
6576,Aryna Sabalenka,Xin Yu Wang,100%,1.25,46%,0.46153846153846156,1.0,13,5,1.25,Aryna Sabalenka,Womens,Fav
6577,Daria Kasatkina,Magda Linette,30%,1.24,53%,0.5294117647058824,0.3,17,10,1.24,Daria Kasatkina,Womens,Fav
6578,Clara Tauson,Clara Tauson,100%,4.17,81%,0.8125,1.0,32,6,1.23,Anett Kontaveit,Womens,Dog
6579,Felix Auger Aliassime,Alejandro Davidovich Fokina,20%,1.23,62%,0.6190476190476191,0.2,21,10,1.23,Felix Auger Aliassime,Mens,Fav
6580,Elise Mertens,Irina Camelia Begu,50%,1.4,53%,0.5333333333333333,0.5,15,10,1.4,Elise Mertens,Womens,Fav
6581,Taylor Fritz,Frances Tiafoe,61%,1.34,68%,0.6842105263157895,0.6111111111111112,19,18,1.34,Taylor Fritz,Mens,Fav
6582,Taro Daniel,Taro Daniel,80%,3.66,50%,0.5,0.8,12,5,1.44,Andy Murray,Mens,Dog
6583,Tamara Zidansek,Heather Watson,25%,1.5,62%,0.6153846153846154,0.25,13,8,1.5,Tamara Zidansek,Womens,Fav
6584,Sorana Cirstea,Kristina Kucova,40%,1.3,50%,0.5,0.4,10,5,1.3,Sorana Cirstea,Womens,Fav
6585,Simona Halep,Beatriz Haddad Maia,40%,1.07,93%,0.9285714285714286,0.4,14,5,1.07,Simona Halep,Womens,Fav
6586,Shuai Zhang,Shuai Zhang,22%,4.89,67%,0.6666666666666666,0.2222222222222222,18,9,1.19,Elena Rybakina,Womens,Dog
6587,Roberto Bautista Agut,Philipp Kohlschreiber,60%,1.12,55%,0.5454545454545454,0.6,11,5,1.12,Roberto Bautista Agut,Mens,Fav
6588,Stefanos Tsitsipas,Sebastian Baez,40%,1.05,64%,0.6363636363636364,0.4,11,5,1.05,Stefanos Tsitsipas,Mens,Fav
6589,Maxime Cressy,Tomas Machac,50%,1.63,36%,0.36363636363636365,0.5,11,6,1.63,Maxime Cressy,Mens,Fav
6590,Marketa Vondrousova,Liudmila Samsonova,43%,1.49,53%,0.5333333333333333,0.42857142857142855,15,14,1.49,Marketa Vondrousova,Womens,Fav
6591,Marin Cilic,Norbert Gombos,12%,1.1,70%,0.7,0.125,10,8,1.1,Marin Cilic,Mens,Fav
6592,Maddison Inglis,Maddison Inglis,80%,2.02,60%,0.6,0.8,10,5,1.82,Hailey Baptiste,Womens,Dog
6593,Kaia Kanepi,Marie Bouzkova,50%,1.72,50%,0.5,0.5,6,8,1.72,Kaia Kanepi,Womens,Fav
6594,Jannik Sinner,Steve Johnson,38%,1.06,85%,0.8461538461538461,0.375,13,8,1.06,Jannik Sinner,Mens,Fav
6595,Iga Swiatek,Rebecca Peterson,33%,1.09,67%,0.6666666666666666,0.3333333333333333,12,6,1.09,Iga Swiatek,Womens,Fav
6596,Pablo Andujar,Pablo Andujar,60%,2.51,60%,0.6,0.6,10,5,1.53,Alex Molcan,Mens,Dog
6597,Cristian Garin,Cristian Garin,29%,1.96,40%,0.4,0.2857142857142857,10,7,1.86,Pedro Martinez,Mens,Dog
6598,Denis Shapovalov,Soon Woo Kwon,50%,1.2,60%,0.6,0.5,15,8,1.2,Denis Shapovalov,Mens,Fav
6599,Carlos Alcaraz,Dusan Lajovic,41%,1.11,80%,0.8,0.4117647058823529,10,17,1.11,Carlos Alcaraz,Mens,Fav
6600,Camila Giorgi,Tereza Martincova,43%,1.5,69%,0.6923076923076923,0.42857142857142855,13,14,1.5,Camila Giorgi,Womens,Fav
6601,Aslan Karatsev,Mackenzie Mcdonald,25%,1.47,62%,0.625,0.25,16,12,1.47,Aslan Karatsev,Mens,Fav
6602,Ashleigh Barty,Lucia Bronzetti,60%,1.01,100%,1.0,0.6,10,5,1.01,Ashleigh Barty,Womens,Fav
6603,Amanda Anisimova,Amanda Anisimova,58%,2.37,85%,0.8461538461538461,0.5833333333333334,13,12,1.59,Belinda Bencic,Womens,Dog
6604,Frederico Ferreira Silva,Frederico Ferreira Silva,60%,1.99,40%,0.4,0.6,5,5,1.77,Andrea Pellegrino,Mens,Dog
6605,Adrian Mannarino,Adrian Mannarino,43%,6.63,88%,0.875,0.42857142857142855,16,7,1.11,Hubert Hurkacz,Mens,Dog
